id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,0,192.168.137.226,0c:8b:95:09:c6:08,0c:8b:95,0,1,4,0,0,1703264228965,1703264424537,195572,2799136,4237891904,1703264228965,1703264424537,195572,2799136,4237891904,0,0,0,0,0,1514,1514.0,0.0,1514,1514,1514.0,0.0,1514,0,0.0,0.0,0,0,0.0698687273032568,1.72300200631727,1743,0,0.0698687273032568,1.72300200631727,1743,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,
1,0,192.168.137.62,70:ee:50:68:0e:32,70:ee:50,47702,20.23.199.179,8c:ae:4c:dd:1e:39,8c:ae:4c,443,6,4,0,0,1703264229219,1703264406197,176978,43,16574,1703264229219,1703264406197,176978,24,13727,1703264229363,1703264400986,171623,19,2847,60,385.4418604651163,666.7563380999511,2954,66,571.9583333333333,802.8325115904729,2954,60,149.84210526315792,329.7902133104038,1510,0,4213.761904761906,10412.148314699223,59705,0,7694.695652173913,18883.865526457867,87632,0,9534.611111111111,14890.921893552102,59705,7,0,0,0,39,5,2,3,3,0,0,0,21,3,0,0,4,0,0,0,18,2,2,3,TLS,Web,0,6,apicom.netatmo.net,bb32cf215dd58fdee6573e65933e6c55,28ef90cc3d9d08c96a8a2cb6f365a79e,,
2,0,192.168.137.179,30:de:4b:e2:06:4a,30:de:4b,39726,255.255.255.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,29810,17,4,0,0,1703264230142,1703264411752,181610,16,14951,1703264230142,1703264411752,181610,16,14951,0,0,0,0,0,934,934.4375,0.6291528696059143,936,934,934.4375,0.6291528696059143,936,0,0.0,0.0,0,10070,12107.333333333332,5665.757529311714,30310,10070,12107.333333333332,5665.757529311714,30310,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
3,0,192.168.137.33,30:de:4b:e2:1c:a6,30:de:4b,35628,255.255.255.255,ff:ff:ff:ff:ff:ff,ff:ff:ff,29810,17,4,0,0,1703264231129,1703264402838,171709,16,14945,1703264231129,1703264402838,171709,16,14945,0,0,0,0,0,934,934.0625,0.2500000000000356,935,934,934.0625,0.2500000000000356,935,0,0.0,0.0,0,10089,11447.266666666665,3553.422424059589,20219,10089,11447.266666666665,3553.422424059589,20219,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,
4,0,192.168.137.62,70:ee:50:68:0e:32,70:ee:50,59031,51.79.79.175,8c:ae:4c:dd:1e:39,8c:ae:4c,4500,17,4,0,0,1703264235521,1703264423857,188336,26,2700,1703264235521,1703264423857,188336,23,2178,1703264291611,1703264403857,112246,3,522,60,103.84615384615384,56.55983897267906,174,60,94.69565217391305,53.633804454253976,174,174,174.0,0.0,174,17,7533.440000000002,7020.521550426292,31344,90,8560.727272727274,6867.7020776122645,31344,10029,56123.0,65186.75994402544,102217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IMO,VoIP,0,6,,,,,
5,0,205.174.165.65,8c:ae:4c:dd:1e:39,8c:ae:4c,0,192.168.137.62,70:ee:50:68:0e:32,70:ee:50,0,1,4,0,0,1703264255519,1703264401543,146024,7,770,1703264255519,1703264401543,146024,7,770,0,0,0,0,0,110,110.0,0.0,110,110,110.0,0.0,110,0,0.0,0.0,0,9999,24337.333333333336,21642.08746555347,67465,9999,24337.333333333336,21642.08746555347,67465,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ICMP,Network,0,6,,,,,
6,0,192.168.137.62,70:ee:50:68:0e:32,70:ee:50,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1703264293041,1703264293041,0,1,123,1703264293041,1703264293041,0,1,123,0,0,0,0,0,123,123.0,0.0,123,123,123.0,0.0,123,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDNS,Network,0,6,_netatmo-lcomm._tcp.local,,,,
7,0,fe80::72ee:50ff:fe68:e32,70:ee:50:68:0e:32,70:ee:50,5353,ff02::fb,33:33:00:00:00:fb,33:33:00,5353,17,6,0,0,1703264293062,1703264293062,0,1,143,1703264293062,1703264293062,0,1,143,0,0,0,0,0,143,143.0,0.0,143,143,143.0,0.0,143,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDNS,Network,0,6,_netatmo-lcomm._tcp.local,,,,
8,0,192.168.137.1,8c:ae:4c:dd:1e:39,8c:ae:4c,56536,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,1703264326060,1703264329079,3019,4,868,1703264326060,1703264329079,3019,4,868,0,0,0,0,0,217,217.0,0.0,217,217,217.0,0.0,217,0,0.0,0.0,0,1004,1006.3333333333334,2.516611478423585,1009,1004,1006.3333333333334,2.516611478423585,1009,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,,,,
9,0,192.168.137.62,70:ee:50:68:0e:32,70:ee:50,47703,20.23.199.179,8c:ae:4c:dd:1e:39,8c:ae:4c,443,6,4,0,0,1703264359268,1703264390321,31053,12,888,1703264359268,1703264390321,31053,4,296,1703264359411,1703264374400,14989,8,592,74,74.0,0.0,74,74,74.0,0.0,74,74,74.0,0.0,74,119,2823.0,4556.370814584783,15921,7006,10351.0,4952.986472826268,16041,985,2141.285714285714,1354.4006933309058,4187,12,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,TLS,Web,1,1,,,,,
