id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,42750,192.168.137.226,0c:8b:95:09:c6:08,0c:8b:95,256,6,4,0,0,1703261991666,1703261991779,113,2,120,1703261991666,1703261991666,0,1,60,1703261991779,1703261991779,0,1,60,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,113,113.0,0.0,113,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Unknown,Unspecified,0,0,,,,,
1,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,42750,192.168.137.226,0c:8b:95:09:c6:08,0c:8b:95,993,6,4,0,0,1703261991667,1703261991784,117,2,120,1703261991667,1703261991667,0,1,60,1703261991784,1703261991784,0,1,60,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,117,117.0,0.0,117,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,IMAPS,Email,1,1,,,,,
2,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,42750,192.168.137.226,0c:8b:95:09:c6:08,0c:8b:95,139,6,4,0,0,1703261991667,1703261991784,117,2,120,1703261991667,1703261991667,0,1,60,1703261991784,1703261991784,0,1,60,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,117,117.0,0.0,117,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NetBIOS,System,1,1,,,,,
3,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,42750,192.168.137.226,0c:8b:95:09:c6:08,0c:8b:95,143,6,4,0,0,1703261991667,1703261991785,118,2,120,1703261991667,1703261991667,0,1,60,1703261991785,1703261991785,0,1,60,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,IMAP,Email,1,1,,,,,
4,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,42750,192.168.137.226,0c:8b:95:09:c6:08,0c:8b:95,135,6,4,0,0,1703261991667,1703261991785,118,2,120,1703261991667,1703261991667,0,1,60,1703261991785,1703261991785,0,1,60,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,RPC,RPC,1,1,,,,,
5,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,42750,192.168.137.226,0c:8b:95:09:c6:08,0c:8b:95,3389,6,4,0,0,1703261991667,1703261991785,118,2,120,1703261991667,1703261991667,0,1,60,1703261991785,1703261991785,0,1,60,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,RDP,RemoteAccess,1,1,,,,,
6,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,42750,192.168.137.226,0c:8b:95:09:c6:08,0c:8b:95,5900,6,4,0,0,1703261991667,1703261991785,118,2,120,1703261991667,1703261991667,0,1,60,1703261991785,1703261991785,0,1,60,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,VNC,RemoteAccess,1,1,,,,,
7,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,42750,192.168.137.226,0c:8b:95:09:c6:08,0c:8b:95,995,6,4,0,0,1703261991667,1703261991796,129,2,120,1703261991667,1703261991667,0,1,60,1703261991796,1703261991796,0,1,60,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,129,129.0,0.0,129,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,POPS,Email,1,1,,,,,
8,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,42750,192.168.137.226,0c:8b:95:09:c6:08,0c:8b:95,554,6,4,0,0,1703261991667,1703261991796,129,2,120,1703261991667,1703261991667,0,1,60,1703261991796,1703261991796,0,1,60,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,129,129.0,0.0,129,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,RTSP,Media,1,1,,,,,
9,0,192.168.137.85,a8:6b:ad:1f:9b:e5,a8:6b:ad,42750,192.168.137.226,0c:8b:95:09:c6:08,0c:8b:95,443,6,4,0,0,1703261991667,1703261991805,138,2,120,1703261991667,1703261991667,0,1,60,1703261991805,1703261991805,0,1,60,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,138,138.0,0.0,138,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,TLS,Web,1,1,,,,,
